	D3T0_sorted	D3T3_sorted	D3T7_sorted	D3T14_sorted	D3T0_unsorted	D3T3_unsorted	D3T7_unsorted	D3T14_unsorted
CD164	489	270	298	366	460	795	363	574
CD164L2	0	0	0	0	0	0	0	0
CD177	0	0	0	0	0	0	0	0
CD180	0	0	0	0	0	0	0	0
CD19	0	0	0	0	0	0	0	0
CD1A	0	0	0	0	0	0	0	0
CD1B	0	0	0	0	0	0	0	0
CD1C	0	0	0	0	0	0	0	0
CD1D	5	9	21	22	1	24	24	27
CD1E	0	0	0	0	0	0	0	0
CD2	0	0	0	0	0	0	0	0
CD200	0	0	9	11	0	2	6	12
CD200R1	0	0	0	0	0	0	1	0
CD200R1L	0	0	0	0	0	0	0	0
CD207	0	0	0	0	0	0	0	0
CD209	80	73	83	46	94	29	25	28
CD22	1	3	3	5	3	0	0	2
CD226	0	0	1	0	1	1	0	0
CD24	14	11	10	13	1	3	4	4
CD244	0	0	0	0	0	0	0	0
CD247	0	0	0	0	0	0	0	0
CD248	197	34	29	57	221	107	51	133
CD27	1	0	0	1	0	0	0	0
CD27-AS1	51	21	36	41	49	38	34	51
CD274	2	1	1	2	2	0	0	0
CD276	26	19	15	11	33	33	20	22
CD28	18	13	30	19	5	13	7	6
CD2AP	105	24	43	25	130	59	59	31
CD2BP2	131	32	54	61	172	128	116	98
CD300A	0	0	0	0	0	0	0	0
CD300C	0	0	0	0	0	0	0	0
CD300E	1	1	5	4	6	2	1	2
CD300LB	0	0	0	0	0	0	0	0
CD300LD	0	0	0	0	0	0	0	0
CD300LF	0	0	0	0	0	0	0	0
CD300LG	13	24	22	19	3	11	4	9
CD302	51	85	120	118	36	161	111	190
CD320	62	24	31	46	89	78	52	104
CD33	0	0	1	1	0	0	0	2
CD34	0	0	0	0	2	1	1	2
CD36	20	37	339	638	5	107	532	1405
CD37	0	1	0	0	0	0	0	1
CD38	0	0	0	0	0	0	0	0
CD3D	0	0	0	0	0	0	0	0
CD3E	0	0	0	0	0	0	0	0
CD3EAP	36	30	69	49	47	10	13	15
CD3G	16	17	49	36	10	31	7	24
CD4	1	0	0	0	0	0	0	0
CD40	13	1	10	16	9	17	21	19
CD40LG	1	0	2	2	1	0	0	0
CD44	481	73	61	103	580	262	101	151
CD46	252	170	285	277	155	220	171	241
CD47	410	175	377	458	348	456	305	335
CD48	0	0	0	0	0	0	0	0
CD5	0	0	0	0	0	0	0	0
CD52	0	0	0	0	0	0	1	2
CD53	0	0	0	0	0	0	0	0
CD55	39	19	42	25	49	65	50	57
CD58	191	45	41	70	138	117	96	106
CD59	1336	508	679	690	1785	1795	1283	1415
CD5L	0	0	0	0	0	0	0	0
CD6	1	0	0	0	0	0	0	0
CD63	3752	1236	1540	1658	6219	4154	3451	4044
CD68	38	34	59	50	40	95	62	68
CD69	0	0	0	0	0	0	0	0
CD7	0	0	0	0	0	0	0	0
CD70	1	0	2	1	0	0	0	0
CD72	0	0	0	4	1	1	0	0
CD74	1	0	0	0	0	0	0	0
CD79A	0	0	0	0	0	0	0	0
CD79B	0	0	0	0	0	0	0	0
CD80	0	0	0	1	0	0	0	0
CD81	100	48	57	52	66	95	70	97
CD82	30	20	25	23	33	30	13	19
CD83	7	3	6	10	7	7	15	18
CD84	43	55	81	77	19	16	21	27
CD86	11	2	5	2	5	1	1	2
CD8A	6	1	8	5	2	0	3	3
CD8B	0	0	0	0	0	0	0	0
CD9	70	3	14	14	71	19	20	30
CD93	0	0	0	1	0	0	1	1
CD96	6	6	10	7	3	1	0	3
CD97	27	5	4	4	12	4	6	7
CD99	765	180	223	205	439	334	290	309
CD99L2	44	15	22	21	30	43	47	38
CD99P1	11	6	11	5	14	4	7	7
CDA	14	0	0	1	8	2	1	3
CDADC1	30	13	18	31	32	32	52	32
CDAN1	13	15	20	15	6	7	4	2
CDC123	286	78	107	116	494	328	210	240
CDC14A	2	2	4	3	0	1	1	0
CDC14B	17	15	9	8	10	14	12	8
CDC14C	12	10	10	6	2	4	1	4
CDC16	221	73	92	110	391	246	141	179
CDC20	48	1	3	2	86	3	2	1
CDC20B	0	0	2	0	0	0	0	1
CDC23	59	17	23	21	71	41	27	32
CDC25A	3	1	1	2	0	1	2	1
CDC25B	15	8	4	5	31	10	2	10
CDC25C	6	0	0	3	19	0	0	0
CDC26	257	105	158	141	242	335	272	246
CDC27	137	35	65	42	200	141	85	115
CDC34	17	3	5	5	7	8	9	8
CDC37	172	49	61	64	234	146	152	131
CDC37L1	39	15	39	33	48	58	37	59
CDC40	129	77	133	112	152	166	131	143
CDC42	647	133	215	231	816	478	469	431
CDC42BPA	106	25	49	25	51	34	22	48
CDC42BPB	20	3	9	6	21	18	20	10
CDC42BPG	0	0	0	0	0	0	0	0
CDC42EP1	7	0	0	0	4	1	2	0
CDC42EP2	33	9	15	3	58	30	41	34
CDC42EP3	262	98	110	124	155	265	220	266
CDC42EP4	10	2	4	16	4	8	10	14
CDC42EP5	4	0	1	1	0	0	1	0
CDC42P3	90	18	43	36	68	48	58	34
CDC42SE1	114	34	94	57	112	84	69	61
CDC42SE2	26	13	27	20	24	19	21	30
CDC45	13	3	0	0	15	1	0	0
CDC5L	214	79	148	117	248	175	119	131
CDC6	25	22	45	25	25	17	10	25
CDC7	20	4	3	1	11	5	5	8
CDC73	108	48	54	82	116	88	62	98
CDCA2	20	0	0	0	32	4	1	1
CDCA3	39	0	1	0	42	5	3	1
CDCA4	17	5	1	9	13	13	5	6
CDCA5	14	0	1	0	29	2	2	5
CDCA7	5	0	0	1	3	2	0	0
CDCA7L	29	13	13	6	31	27	15	8
CDCA8	28	1	1	1	41	2	1	2
CDCP1	28	18	40	21	24	12	13	11
CDCP2	0	0	0	0	0	0	0	0
CDH1	18	16	23	14	3	7	5	9
CDH10	0	0	0	0	0	0	0	1
CDH11	418	117	250	197	387	427	285	353
CDH12	0	2	4	5	2	0	1	2
CDH13	341	50	26	17	271	203	69	36
CDH15	0	0	0	1	1	0	0	0
CDH16	0	0	0	1	0	0	0	0
CDH17	9	10	15	31	8	5	7	4
CDH18	0	0	0	0	0	0	0	0
CDH19	0	0	0	0	0	0	0	0
CDH2	420	41	82	36	354	102	66	47
CDH20	0	0	0	1	0	0	0	3
CDH22	0	0	0	0	0	0	0	0
CDH23	11	11	20	8	9	2	5	9
CDH24	1	1	2	0	0	2	0	0
CDH26	0	0	0	0	0	0	0	0
CDH3	3	3	3	1	2	0	3	0
CDH4	7	2	3	0	3	5	5	2
CDH5	0	0	0	0	0	0	0	0
CDH6	22	33	49	48	25	22	18	17
CDH7	0	0	0	0	0	0	0	0
CDH8	0	0	0	0	0	0	0	0
CDH9	0	0	0	0	1	0	0	0
CDHR1	0	0	0	3	0	0	0	0
CDHR2	0	0	0	0	0	0	0	0
CDHR3	28	23	58	37	13	10	5	21
CDHR4	0	0	0	0	0	0	0	0
CDHR5	0	0	0	0	0	0	0	0
CDIP1	5	0	3	2	12	7	5	7
CDIPT	234	208	215	203	401	898	453	439
CDIPT-AS1	0	0	0	0	1	2	0	0
CDK1	80	6	6	2	44	8	5	4
CDK10	30	14	31	18	65	48	15	23
CDK11A	147	38	85	97	88	126	121	108
CDK11B	218	63	115	144	184	190	170	183
CDK12	60	21	36	41	31	33	34	29
CDK13	32	20	25	14	11	25	15	20
CDK14	42	12	33	33	51	47	29	40
CDK15	8	2	3	2	21	4	0	4
CDK16	30	8	8	5	26	11	14	14
CDK17	20	9	13	12	15	16	10	11
CDK18	0	0	0	0	0	0	0	0
CDK19	29	13	24	23	28	22	12	17
CDK2	3	0	3	6	2	1	2	0
CDK20	6	5	3	4	12	5	0	4
CDK2AP1	899	204	243	252	2172	898	594	618
CDK2AP2	85	36	33	48	135	66	91	95
CDK3	4	1	2	1	3	1	1	3
CDK4	261	123	172	164	322	269	172	232
CDK5	32	13	10	8	51	53	22	28
CDK5R1	0	0	0	1	0	0	0	1
CDK5R2	1	0	0	0	0	0	0	0
CDK5RAP1	57	28	22	37	95	59	40	72
CDK5RAP2	64	28	21	26	62	78	38	44
CDK5RAP3	131	82	104	122	215	143	112	114
CDK6	70	9	17	8	45	8	6	10
CDK7	181	31	39	38	233	122	90	80
CDK8	5	2	6	2	6	6	1	1
CDK9	18	8	9	15	14	28	8	12
CDKAL1	70	53	82	57	45	38	23	33
CDKL1	9	3	0	1	5	5	3	5
CDKL2	2	0	0	0	1	0	0	0
CDKL3	13	6	3	11	14	20	17	16
CDKL4	0	0	2	0	1	0	0	2
CDKL5	13	1	2	6	12	4	9	9
CDKN1A	198	62	63	89	171	234	101	149
CDKN1B	20	9	13	18	16	22	11	18
CDKN1C	4	6	20	18	3	15	28	27
CDKN2A	15	2	2	4	12	11	8	6
CDKN2AIP	12	10	9	6	14	19	12	24
CDKN2AIPNL	38	32	39	24	59	51	31	33
CDKN2B	52	10	25	30	22	37	19	35
CDKN2B-AS1	26	21	30	29	10	2	4	12
CDKN2C	28	27	109	213	15	124	270	453
CDKN2D	5	0	1	0	2	2	4	7
CDKN3	59	2	3	9	90	6	5	7
CDNF	6	2	1	1	3	0	3	0
CDO1	5	15	37	61	5	48	39	167
CDON	14	19	54	42	7	20	15	32
CDPF1	31	4	9	6	50	37	18	13
CDR1	148	90	214	300	169	318	409	864
CDR2	19	7	18	24	26	39	24	13
CDR2L	24	9	11	4	24	15	7	12
CDRT1	1	0	3	0	2	0	1	0
CDRT15	0	0	0	0	0	0	0	0
CDRT15L2	0	0	0	0	0	0	0	0
CDRT15P1	0	0	0	0	1	0	0	0
CDRT15P2	0	0	0	0	0	0	0	0
CDRT4	4	3	4	1	6	12	2	0
CDRT7	0	0	0	0	0	0	0	0
CDRT8	0	0	0	0	0	0	0	0
CDS1	0	0	0	0	1	0	0	0
CDS2	38	13	24	21	18	42	21	30
CDSN	3	1	1	0	0	1	0	1
CDT1	48	17	53	35	19	6	11	17
CDV3	155	43	50	84	139	105	105	115
CDX1	3	0	0	2	4	0	0	0
CDX2	0	0	0	0	0	0	0	0
CDX4	0	0	0	0	0	0	0	0
CDY1	0	0	0	0	0	0	0	0
CDY1B	0	0	0	0	0	0	0	0
CDY2A	0	0	0	0	0	0	0	0
CDY2B	0	0	0	0	0	0	0	0
CDYL	22	10	16	12	11	12	10	15
CDYL2	0	0	2	1	0	0	0	2
CEACAM1	0	0	1	1	1	2	0	0
CEACAM16	0	0	0	0	0	0	0	0
CEACAM18	0	0	0	0	0	0	0	0
CEACAM19	2	0	0	0	2	0	0	0
CEACAM20	0	0	0	0	0	0	0	0
CEACAM21	0	0	0	0	0	0	0	0
CEACAM22P	14	16	34	30	3	7	9	7
CEACAM3	0	0	0	0	0	0	0	0
CEACAM4	0	0	0	0	0	0	0	0
CEACAM5	26	25	37	32	15	4	15	9
CEACAM6	0	0	0	0	0	0	0	0
CEACAM7	0	0	0	0	0	0	0	0
CEACAM8	18	14	21	31	4	4	6	9
CEBPA	1	3	14	43	1	12	27	97
CEBPA-AS1	0	0	0	0	0	0	0	0
CEBPB	25	25	32	26	9	27	40	49
CEBPD	35	57	115	122	25	158	179	135
CEBPE	0	0	0	0	0	0	0	0
CEBPG	110	12	20	16	110	61	40	63
CEBPZ	235	79	122	167	220	251	220	242
CECR1	22	22	30	18	33	10	6	12
CECR2	6	1	1	0	0	2	0	0
CECR3	0	0	0	0	0	0	0	0
CECR5	14	9	7	5	15	18	10	9
CECR5-AS1	1	0	1	2	1	0	0	1
CECR6	0	0	0	0	0	0	0	0
CECR7	15	6	6	6	4	13	11	8
CEL	0	0	0	0	0	0	0	0
CELA1	0	0	0	0	0	0	0	0
CELA2A	0	0	0	0	0	0	0	0
CELA2B	0	1	0	0	0	0	0	1
CELA3A	0	0	0	0	0	0	0	0
CELA3B	0	0	0	0	0	0	0	0
CELF1	191	66	97	84	160	96	100	125
CELF2	9	55	29	17	8	116	25	34
CELF2-AS2	0	0	3	0	1	0	0	0
CELF3	11	7	17	11	0	1	7	3
CELF4	10	7	66	31	21	39	29	19
CELF5	7	0	17	10	4	15	1	1
CELF6	0	2	1	0	0	1	0	1
CELP	0	0	0	0	0	0	0	0
CELSR1	2	0	0	0	0	0	0	0
CELSR2	3	0	0	0	0	0	0	0
CELSR3	0	2	1	2	0	0	0	2
CEMP1	1	0	3	0	1	0	1	1
CEND1	0	0	1	0	0	1	1	2
CENPA	2	0	0	0	3	0	0	0
CENPB	10	0	4	1	4	3	7	4
CENPBD1	50	28	71	57	59	70	38	50
CENPC	93	57	80	70	76	84	38	49
CENPE	146	7	13	23	137	24	24	17
CENPF	198	4	1	1	228	17	13	7
CENPH	11	7	17	11	16	4	7	1
CENPI	8	3	3	8	5	1	2	8
CENPJ	42	27	34	51	54	44	35	35
CENPK	34	1	2	2	20	10	3	2
CENPL	63	32	67	34	24	19	18	21
CENPM	11	0	0	2	19	0	0	0
CENPN	152	94	150	121	162	89	87	94
CENPO	46	13	18	16	22	24	11	12
CENPP	13	5	7	3	18	9	6	12
CENPQ	11	8	3	8	16	10	11	12
CENPT	14	4	7	3	7	2	5	2
CENPV	7	3	2	6	12	3	4	8
CENPVP1	0	0	0	0	0	0	0	0
CENPVP2	0	0	0	0	0	0	0	0
CENPW	54	15	20	27	40	23	34	29
CEP104	66	48	108	73	62	44	44	42
CEP112	44	9	22	16	34	15	19	25
CEP120	18	9	10	3	9	13	9	8
CEP128	16	5	8	7	23	17	9	9
CEP135	37	27	27	17	21	13	18	9
CEP152	20	6	18	12	20	14	6	9
CEP164	101	30	51	65	98	64	48	59
CEP170	276	51	65	45	351	113	61	88
CEP170B	1	0	2	1	1	0	0	0
CEP170P1	0	0	2	0	1	1	0	1
CEP19	16	29	33	23	21	56	22	24
CEP192	36	31	42	24	61	39	36	44
CEP250	31	11	27	11	58	40	22	35
CEP290	74	37	48	42	61	58	32	43
CEP350	74	56	47	48	56	84	45	69
CEP41	86	44	70	60	77	46	45	50
CEP44	59	50	69	49	38	58	40	52
CEP55	26	0	0	0	38	0	0	0
CEP57	96	25	25	35	116	83	45	46
CEP57L1	70	18	17	16	59	39	26	26
CEP63	101	49	105	89	110	124	102	120
CEP68	36	31	51	46	38	52	44	47
CEP70	2	3	8	4	9	1	12	12
CEP72	1	0	0	0	0	2	2	0
CEP76	3	1	7	6	8	4	6	10
CEP78	23	3	4	1	22	18	7	9
CEP85	6	3	6	5	8	3	0	3
CEP85L	51	27	25	13	53	39	24	39
CEP89	82	23	30	39	133	61	62	66
CEP95	36	25	39	25	41	38	24	26
CEP97	32	13	18	16	39	43	24	28
CEPT1	24	12	20	20	25	24	12	41
CER1	0	0	0	0	0	0	0	0
CERCAM	20	3	13	10	17	15	9	14
CERK	24	10	29	20	23	26	11	21
CERKL	8	5	13	10	2	3	5	7
CERS1	0	0	0	0	0	0	0	0
CERS2	158	117	134	125	166	341	207	222
CERS3	0	0	0	0	0	0	0	0
CERS4	0	0	0	0	0	0	0	0
CERS5	46	16	14	30	48	30	20	22
CERS6	10	16	16	11	2	15	11	11
CERS6-AS1	10	13	15	6	1	5	7	8
CES1	5	27	16	15	16	104	33	35
CES1P1	3	1	9	2	4	1	2	2
CES1P2	2	5	4	7	2	17	3	11
CES2	43	32	37	32	60	38	17	36
CES3	12	4	10	14	3	11	4	12
CES4A	14	2	3	2	2	2	3	3
CES5A	1	0	0	0	1	0	0	0
CES5AP1	0	0	0	0	0	0	0	0
CETN1	0	0	0	0	0	0	0	0
CETN2	232	67	99	135	336	254	239	309
CETN3	38	23	34	42	47	41	56	57
CETN4P	4	3	2	5	0	2	0	6
CETP	0	0	0	0	0	0	0	0
CFB	13	1	0	0	21	6	5	0
CFC1	0	0	0	0	0	0	0	0
CFC1B	0	0	0	0	0	0	0	0
CFD	30	78	218	1014	38	235	568	1998
CFDP1	281	82	147	132	388	265	234	256
CFH	43	48	131	157	24	127	173	279
CFHR1	4	4	20	21	5	13	29	21
CFHR2	0	0	0	0	0	0	0	0
CFHR3	5	5	28	24	1	12	14	41
CFHR4	0	0	0	2	0	0	1	0
CFHR5	0	0	0	0	0	0	0	0
CFI	6	0	0	1	3	1	0	0
CFL1	612	129	223	221	570	372	362	279
CFL1P1	9	3	6	9	2	6	3	6
CFL2	335	50	106	89	458	184	164	168
CFLAR	509	391	818	683	190	292	279	358
CFLAR-AS1	2	3	3	6	1	2	1	2
CFP	0	0	1	0	2	1	0	0
CFTR	0	0	0	0	0	0	0	0
CGA	1	1	5	4	0	1	0	1
CGB	1	0	0	0	4	0	0	0
CGB1	1	0	0	0	0	0	0	0
CGB2	0	0	0	1	1	0	0	0
CGB5	2	0	0	0	4	0	0	0
CGB7	1	0	0	0	2	0	0	0
CGB8	1	0	0	0	4	0	0	0
CGGBP1	112	50	76	48	125	126	89	108
CGN	2	0	1	0	1	0	0	0
CGNL1	32	18	45	40	35	20	6	14
CGREF1	1	0	7	10	8	2	1	10
CGRRF1	46	19	43	35	32	56	40	56
CH25H	153	8	2	1	80	5	3	3
CHAC1	52	0	4	3	63	6	13	7
CHAC2	7	5	8	7	11	12	14	18
CHAD	0	0	0	0	0	0	0	0
CHADL	0	2	0	0	1	0	2	2
CHAF1A	5	3	0	3	9	10	2	3
CHAF1B	6	0	2	0	6	2	2	0
CHAMP1	2	2	3	4	1	7	4	4
CHAT	0	0	0	0	0	0	0	0
CHCHD1	225	44	88	107	215	167	186	153
CHCHD10	4	0	0	4	1	0	4	11
CHCHD2	651	165	228	240	627	511	456	522
CHCHD3	62	22	17	41	89	58	53	79
CHCHD4	24	12	7	17	45	30	27	39
CHCHD5	24	3	5	5	12	7	5	8
CHCHD6	28	3	3	5	25	12	14	16
CHCHD7	43	24	28	40	49	102	63	76
CHD1	243	97	182	153	208	237	180	188
CHD1L	82	22	36	22	157	83	52	44
CHD2	287	164	182	147	348	319	224	219
CHD3	82	18	30	15	54	37	28	24
CHD4	344	75	109	112	432	236	201	193
CHD5	0	0	0	0	2	0	1	0
CHD6	72	47	76	68	111	98	63	78
CHD7	7	13	10	20	2	14	9	25
CHD8	47	29	44	37	71	73	40	46
CHD9	197	156	232	223	173	211	185	194
CHDC2	0	0	0	0	0	0	0	0
CHDH	21	10	17	15	7	8	3	4
CHEK1	51	27	36	24	61	24	22	16
CHEK2	36	10	22	16	41	28	12	21
CHEK2P2	3	1	0	1	1	0	0	2
CHERP	4	2	14	5	12	11	1	3
CHFR	24	10	19	18	45	25	17	14
CHGA	0	0	0	0	0	0	0	0
CHGB	0	0	0	0	0	0	0	0
CHI3L1	3	90	27	10	11	315	80	20
CHI3L2	0	2	3	30	0	10	15	96
CHIA	5	0	0	1	0	1	1	0
CHIAP2	18	8	28	23	8	7	17	17
CHIC1	11	4	5	4	3	5	3	1
CHIC2	11	0	10	8	22	12	3	7
CHID1	539	192	265	252	959	844	546	654
CHIT1	0	0	0	0	0	0	0	0
CHKA	7	19	8	7	6	5	3	8
CHKB	20	8	11	9	22	9	14	14
CHKB-AS1	2	4	4	11	4	5	5	5
CHKB-CPT1B	19	7	12	11	17	9	15	12
CHL1	0	7	21	46	0	17	33	85
CHM	55	41	41	36	52	56	52	47
CHML	15	12	22	14	3	8	6	8
CHMP1A	127	42	69	75	218	200	90	114
CHMP1B	84	85	84	71	76	151	127	99
CHMP2A	377	89	149	118	542	320	244	268
CHMP2B	78	36	46	29	88	112	83	81
CHMP3	288	67	73	92	521	256	173	195
CHMP4A	226	24	88	65	338	136	168	183
CHMP4B	37	11	20	13	26	53	46	34
CHMP4C	8	9	15	3	5	4	4	2
CHMP5	254	91	131	147	285	297	244	301
CHMP6	37	17	20	13	117	74	55	54
CHMP7	25	7	13	12	31	29	18	22
CHN1	370	29	32	19	470	98	34	40
CHN2	8	5	2	3	5	11	3	4
CHODL	0	0	0	0	0	0	0	0
CHODL-AS1	0	0	0	0	0	0	0	0
CHORDC1	115	44	81	54	115	103	97	91
CHP1	177	120	177	254	189	283	188	361
CHP2	8	17	25	18	4	5	3	9
CHPF	9	8	9	9	12	20	15	12
CHPF2	5	2	3	3	4	1	8	4
CHPT1	10	3	4	2	4	6	5	11
CHRAC1	54	34	30	37	25	32	23	34
CHRD	2	0	0	0	1	1	0	1
CHRDL1	0	23	39	145	3	44	93	290
CHRDL2	0	0	0	0	0	0	0	0
CHRFAM7A	1	2	1	1	1	0	1	0
CHRM1	0	0	0	0	0	0	0	0
CHRM2	8	1	3	4	0	4	3	1
CHRM3	10	15	13	13	2	5	4	5
CHRM3-AS2	0	0	0	0	0	0	0	0
CHRM4	0	0	0	0	0	0	0	0
CHRM5	0	0	0	0	0	0	0	0
CHRNA1	1	0	0	0	0	0	0	0
CHRNA10	4	1	16	19	11	20	11	7
CHRNA2	0	1	1	0	0	0	0	1
CHRNA3	0	2	1	2	0	0	0	1
CHRNA4	0	0	0	0	0	0	0	0
CHRNA5	37	44	51	45	33	25	23	22
CHRNA6	0	0	0	0	0	0	0	0
CHRNA7	9	20	35	22	5	5	3	3
CHRNA9	3	2	0	0	3	0	0	0
CHRNB1	48	37	65	40	50	37	51	54
CHRNB2	0	0	0	0	0	0	0	0
CHRNB3	0	0	0	0	0	0	0	0
CHRNB4	5	8	21	14	5	4	3	4
CHRND	0	0	0	0	0	0	0	0
CHRNE	0	0	0	0	0	0	0	0
CHRNG	0	0	0	0	0	0	0	0
CHST1	12	19	15	8	6	8	2	8
CHST10	18	19	8	8	38	20	12	10
CHST11	13	15	7	17	12	23	10	8
CHST12	19	13	19	26	22	41	24	43
CHST13	0	0	0	0	0	0	0	0
CHST14	8	6	8	4	14	16	13	6
CHST15	19	3	3	5	22	12	1	5
CHST2	1	8	7	15	1	12	7	8
CHST3	10	12	23	19	7	19	8	20
CHST4	0	0	0	0	0	0	0	0
CHST5	22	17	21	21	5	9	9	13
CHST6	65	81	116	92	52	31	27	30
CHST7	18	27	34	36	9	95	52	68
CHST8	4	0	0	0	7	1	0	0
CHST9	0	0	0	0	0	0	0	0
CHSY1	42	16	23	30	32	17	16	13
CHSY3	3	3	8	5	0	2	2	2
CHTF18	5	2	2	6	8	5	8	9
CHTF8	9	3	3	8	17	13	4	12
CHTOP	79	26	46	33	128	72	64	62
CHUK	16	13	7	14	19	17	22	16
CHURC1	455	229	347	406	597	742	584	704
CHURC1-FNTB	213	62	141	165	135	216	225	256
CIAO1	173	95	113	119	169	163	94	161
CIAPIN1	123	60	56	64	201	145	118	158
CIB1	100	33	39	61	184	170	107	132
CIB2	0	0	0	0	2	1	0	0
CIB3	0	0	0	0	0	0	0	0
CIB4	0	0	0	0	0	0	0	0
CIC	1	0	1	0	1	1	0	0
CIDEA	0	0	0	1	0	0	0	2
CIDEB	1	2	0	4	3	2	0	0
CIDEC	14	81	213	521	9	281	641	1568
CIDECP	32	10	52	116	70	75	99	198
CIITA	31	24	43	22	10	12	7	13
CILP	3	0	0	0	0	3	2	1
CILP2	0	0	1	0	0	0	0	0
CINP	153	49	62	52	216	164	101	131
CIR1	157	61	90	91	203	217	152	175
CIRBP	370	225	715	558	359	543	379	380
CIRBP-AS1	0	1	0	2	0	0	0	1
CIRH1A	79	27	44	48	134	107	54	96
CISD1	251	69	84	99	257	150	175	207
CISD2	127	61	50	55	141	134	77	109
CISD3	132	60	58	94	204	181	155	206
CISH	0	2	0	1	2	1	3	3
CIT	15	0	1	0	11	0	0	1
CITED1	0	0	0	5	0	1	3	16
CITED2	8	4	6	4	4	8	10	4
CITED4	0	0	0	0	0	0	0	0
CIZ1	11	6	12	6	11	6	4	5
CKAP2	90	10	14	8	92	32	23	24
CKAP2L	33	0	0	0	58	0	2	2
CKAP4	255	61	87	55	221	104	81	99
CKAP5	145	44	69	36	165	115	85	110
CKB	2	3	4	27	2	8	22	64
CKLF	132	39	55	56	103	76	110	75
CKLF-CMTM1	65	22	29	36	53	32	56	38
CKM	0	0	0	0	0	1	0	0
CKMT1A	0	0	4	18	0	0	11	53
CKMT1B	0	0	3	15	0	0	12	59
CKMT2	3	0	4	15	0	3	1	13
CKS1B	353	70	160	202	472	289	347	497
CKS2	206	32	54	51	142	81	88	71
CLASP1	36	20	26	21	44	17	15	20
CLASP2	9	14	9	8	15	3	12	8
CLASRP	10	7	17	4	6	6	4	6
CLC	0	0	0	0	0	0	0	0
CLCA1	0	0	0	0	0	0	0	0
CLCA2	1	0	6	7	0	0	4	15
CLCA3P	0	0	0	0	0	0	0	0
CLCA4	0	0	0	0	0	0	0	0
CLCC1	124	107	169	143	129	115	102	118
CLCF1	3	0	1	1	3	2	5	1
CLCN1	0	0	0	0	0	0	0	0
CLCN2	3	1	4	2	1	2	0	1
CLCN3	108	37	64	55	69	95	72	95
CLCN4	0	1	0	0	0	1	2	3
CLCN5	28	12	40	22	13	13	13	11
CLCN6	24	17	15	15	3	13	11	12
CLCN7	70	40	36	48	88	167	66	62
CLCNKA	3	0	0	0	0	0	0	1
CLCNKB	1	1	0	0	0	0	0	0
CLDN1	0	0	0	0	0	0	0	0
CLDN10	4	3	6	2	1	1	0	0
CLDN10-AS1	0	0	0	0	0	0	0	0
CLDN11	505	371	466	389	505	400	356	295
CLDN12	22	10	13	14	14	28	8	13
CLDN14	3	0	1	0	3	0	0	1
CLDN15	0	6	4	4	1	2	0	0
CLDN16	6	4	11	5	3	2	2	1
CLDN17	0	0	1	0	0	0	0	0
CLDN18	14	8	15	7	5	1	2	3
CLDN19	16	11	37	27	10	8	12	12
CLDN2	0	0	0	0	0	0	0	0
CLDN20	0	0	0	1	0	0	1	1
CLDN22	12	6	26	33	27	26	16	34
CLDN23	0	0	3	1	0	1	0	2
CLDN24	0	0	0	0	0	0	0	0
CLDN25	0	0	0	0	0	0	0	0
CLDN3	0	0	0	0	0	0	0	0
CLDN4	0	0	0	0	0	0	0	0
CLDN5	0	0	0	0	0	0	0	0
CLDN6	0	0	0	0	0	0	0	0
CLDN7	3	0	1	0	0	0	2	1
CLDN8	0	0	0	0	0	0	0	0
CLDN9	0	0	0	0	0	0	0	0
CLDND1	90	53	78	97	100	152	147	129
CLDND2	1	0	1	0	1	1	0	0
CLEC10A	0	0	0	0	0	0	1	0
CLEC11A	157	139	195	133	88	186	171	105
CLEC12A	1	0	0	1	1	0	0	0
CLEC12B	0	0	0	0	0	0	0	0
CLEC14A	10	2	2	3	7	2	4	3
CLEC16A	13	12	13	21	16	10	4	14
CLEC17A	6	2	4	6	0	1	1	1
CLEC18A	0	1	1	0	0	1	0	0
CLEC18B	1	1	0	0	1	0	0	0
CLEC18C	0	1	0	0	1	0	0	0
CLEC19A	26	24	50	28	15	15	5	19
CLEC1A	0	0	0	0	0	0	0	0
CLEC1B	0	0	0	0	0	0	0	0
CLEC2A	0	0	0	0	0	0	0	0
CLEC2B	87	123	115	137	48	395	234	197
CLEC2D	1198	426	605	581	1146	1037	725	806
CLEC2L	0	0	0	0	0	0	0	0
CLEC3A	0	0	0	0	0	0	0	0
CLEC3B	0	0	0	2	0	0	0	1
CLEC4A	1	1	0	0	1	1	0	0
CLEC4C	5	12	13	14	1	3	3	1
CLEC4D	0	0	0	0	0	0	0	0
CLEC4E	16	7	20	7	2	4	8	4
CLEC4F	0	0	0	0	0	0	0	0
CLEC4G	0	0	0	0	0	0	0	0
CLEC4GP1	13	13	13	5	6	8	3	7
CLEC4M	0	0	0	0	0	0	0	0
CLEC5A	0	0	2	0	0	0	0	0
CLEC6A	0	0	0	0	0	0	0	0
CLEC7A	43	36	83	54	12	21	10	15
CLEC9A	0	0	0	0	0	0	0	0
CLECL1	0	0	0	0	0	0	0	0
CLGN	26	3	1	2	46	19	5	4
CLHC1	28	15	26	19	5	11	6	13
CLIC1	477	90	128	102	434	219	158	158
CLIC2	4	1	1	1	3	2	2	1
CLIC3	4	1	5	7	6	1	18	6
CLIC4	864	144	207	141	743	313	268	306
CLIC5	0	0	0	0	1	0	0	0
CLIC6	4	1	3	7	3	1	4	18
